"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @Fynnderella1: BREAKING: 
Records show that Silicon Valley Bank, $SIVB, employees received large bonuses on Friday.

These bonuses were<U+2026>",FALSE,0,NA,2023-03-12 21:09:47,FALSE,NA,"1635025317718020096",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","maroworth",2100,TRUE,FALSE,NA,NA
"RT @flo0rinfluencer: My girlfriend told me 6 months ago: 

<U+201C>Silicon Valley Bank will not be able to grow their loan book to correlate their<U+2026>",FALSE,0,NA,2023-03-12 21:09:44,FALSE,NA,"1635025304313040896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cryptolegendny",2,TRUE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB website is offline. https://t.co/IG15KPWytE",FALSE,0,NA,2023-03-12 21:09:40,FALSE,NA,"1635025289570045953",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aquamanxrp",403,TRUE,FALSE,NA,NA
"$SIVB NEW ARTICLE : Exclusive: PNC, RBC interest in SVB cools as regulators seek rescue bids - sources https://t.co/HJhyOAKt1o",FALSE,0,NA,2023-03-12 21:09:38,FALSE,NA,"1635025277330812928",NA,"<a href=""https://www.stck.pro"" rel=""nofollow"">STCK.PR0</a>","StckPro",0,FALSE,FALSE,NA,NA
"RT @KobeissiLetter: Latest List of Companies With Silicon Valley Bank, $SIVB, Deposits: 

1. Circle: $3.3 billion
2. Bill<U+2024>com: $670 million<U+2026>",FALSE,0,NA,2023-03-12 21:09:37,FALSE,NA,"1635025274017579008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RdPillsRbtHoles",650,TRUE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB reportedly deactivated its Twitter account. https://t.co/vTkk1QK3zk",FALSE,0,NA,2023-03-12 21:09:37,FALSE,NA,"1635025273392611328",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1strangetrip17",509,TRUE,FALSE,NA,NA
"RT @CorneliaLake: Michael Cembalest, the brilliant market strategist at $JPM <U+2026>highlighting how much of an outlier $SIVB was in two charts:<U+2026>",FALSE,0,NA,2023-03-12 21:09:34,FALSE,NA,"1635025264123195394",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IGimenezFebf",768,TRUE,FALSE,NA,NA
"RT @KobeissiLetter: Imagine having $3.3 billion with Silicon Valley Bank, $SIVB.

On Monday, the FDIC will finally provide your insured fun<U+2026>",FALSE,0,NA,2023-03-12 21:09:31,FALSE,NA,"1635025251359952897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SplitJones",87,TRUE,FALSE,NA,NA
"RT @gurgavin: SILICON VALLY BANK HAS DELTED THEIR TWITTER ACCOUNT 

THIS WAS ONE OF THEIR LAST TWEETS $SIVB https://t.co/Ho8Y72v5Am",FALSE,0,NA,2023-03-12 21:09:31,FALSE,NA,"1635025250965676032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoukovArtem",117,TRUE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB website is offline. https://t.co/IG15KPWytE",FALSE,0,NA,2023-03-12 21:09:31,FALSE,NA,"1635025247966736384",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cryptoarc_",403,TRUE,FALSE,NA,NA
"@TheFutureIsOurs   Potter<U+2019>s not selling <U+2026>. He<U+2019>s buying <U+2026> $SIVB 

https://t.co/onsjGxzIvs",FALSE,0,"thefutureisours",2023-03-12 21:09:27,FALSE,NA,"1635025232237920257","37813009","<a href=""https://stocktwits.com"" rel=""nofollow"">StockTwits Web</a>","JEDI_2023",0,FALSE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB website is offline. https://t.co/IG15KPWytE",FALSE,0,NA,2023-03-12 21:09:26,FALSE,NA,"1635025229608271872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Darzy_Dee",403,TRUE,FALSE,NA,NA
"RT @KobeissiLetter: TIMELINE OF SILICON VALLEY BANK, $SIVB, COLLAPSE:

1. Bank run begins with $91 billion in bonds facing interest rate ri<U+2026>",FALSE,0,NA,2023-03-12 21:09:26,FALSE,NA,"1635025226957455360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Eloise6681",105,TRUE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB reportedly deactivated its Twitter account. https://t.co/vTkk1QK3zk",FALSE,0,NA,2023-03-12 21:09:24,FALSE,NA,"1635025218321412097",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MilezGrey",509,TRUE,FALSE,NA,NA
"RT @Fynnderella1: BREAKING: 
Records show that Silicon Valley Bank, $SIVB, employees received large bonuses on Friday.

These bonuses were<U+2026>",FALSE,0,NA,2023-03-12 21:09:22,FALSE,NA,"1635025213497946112",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BAMPack",2100,TRUE,FALSE,NA,NA
"@mark_dow id honestly be less surprised to find out zh had a phat sivb account and are currntly being talked off a tribeca ledge",FALSE,0,"mark_dow",2023-03-12 21:09:21,FALSE,"1635024045287829504","1635025209576296448","286654612","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GaryJorgan",0,FALSE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB website is offline. https://t.co/IG15KPWytE",FALSE,0,NA,2023-03-12 21:09:21,FALSE,NA,"1635025208666099712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","renegruner1",403,TRUE,FALSE,NA,NA
"RT @WatcherGuru: JUST IN: Silicon Valley Bank $SIVB reportedly deactivated its Twitter account. https://t.co/vTkk1QK3zk",FALSE,0,NA,2023-03-12 21:09:19,FALSE,NA,"1635025200084561920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0xcrypty",509,TRUE,FALSE,NA,NA
"RT @cyrilXBT: $SIVB went from one of the biggest startup-focused lenders

To becoming the largest bank to fail since the 2008 financial cri<U+2026>",FALSE,0,NA,2023-03-12 21:09:18,FALSE,NA,"1635025196792025088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0xSorcerers",2,TRUE,FALSE,NA,NA
