"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @John_Cosack: anyone noticed if you re-arrange SVB a little, and switch the V for an F, you get #SBF #BankCrash",FALSE,0,NA,2023-03-12 22:17:18,FALSE,NA,"1635042309078421508",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"#BankCrash https://t.co/5mRwGcuB8i",FALSE,0,NA,2023-03-12 22:17:15,FALSE,NA,"1635042295732109312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wilkamaxx",0,FALSE,FALSE,NA,NA
"RT @antifa_hills: The head of risk assessment at Silicon Valley Bank is a diversity hire.
Jay Ersapah made herstory by proving LGBTQ people<U+2026>",FALSE,0,NA,2023-03-12 22:17:12,FALSE,NA,"1635042283673501696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarALagoAntifa",1,TRUE,FALSE,NA,NA
"Why is Crypto Pumping So Hard? #defi https://t.co/YrUmQpOs10 via @YouTube #crypto #BankCrash",FALSE,0,NA,2023-03-12 22:17:10,FALSE,NA,"1635042275188412416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ArtistFAChekki",0,FALSE,FALSE,NA,NA
"Hope you're ready for a lot of red candles tomorrow morning! #bankcrash https://t.co/lfzl6h3YLt",FALSE,0,NA,2023-03-12 22:17:08,FALSE,NA,"1635042267269586945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dspike90",0,FALSE,FALSE,NA,NA
"RT @booterlehman: I don<U+2019>t remember any #BankCrash under President Trump <U+0001F44D><U+0001F3FB> https://t.co/f9ZJpMGOc2",FALSE,0,NA,2023-03-12 22:17:04,FALSE,NA,"1635042248437153800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EricT41208999",354,TRUE,FALSE,NA,NA
"RT @TimesParanoid: There are overwhelming indications that there may be a bank run Monday<U+2026> just be warned<U+2026>  #bank #BankCrash #BBTitans #NCT<U+2026>",FALSE,0,NA,2023-03-12 22:16:59,FALSE,NA,"1635042229860581378",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"RT @BigBlueWaveUSA: When Idiot trends, Trump is in the news. Everything Trump touches dies. Here<U+2019>s Trump removing the Dodd-Frank regulation<U+2026>",FALSE,0,NA,2023-03-12 22:16:58,FALSE,NA,"1635042224282144768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Danap56",1018,TRUE,FALSE,NA,NA
"RT @dumbmoneytrader: #SVB should NOT be bailed out for any reason. A bailout means higher taxes for me. I didn't put my money in their acco<U+2026>",FALSE,0,NA,2023-03-12 22:16:53,FALSE,NA,"1635042203243515904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"RT @WTeach2: Since they want to Blame Trump for the #BankCrash and train crash, can we blame Obama/Biden for doing nothing when Russia to C<U+2026>",FALSE,0,NA,2023-03-12 22:16:47,FALSE,NA,"1635042176991391744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brother_Bob",2,TRUE,FALSE,NA,NA
"RT @WTeach2: Since they want to Blame Trump for the #BankCrash and train crash, can we blame Obama/Biden for doing nothing when Russia to C<U+2026>",FALSE,0,NA,2023-03-12 22:16:45,FALSE,NA,"1635042169970098179",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",2,TRUE,FALSE,NA,NA
"RT @HighImpactFlix: Before we head into next week (and the weeks following) remember, the people who CAUSED the financial crisis are going<U+2026>",FALSE,0,NA,2023-03-12 22:16:40,FALSE,NA,"1635042148793085953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bm207608",109,TRUE,FALSE,NA,NA
"RT @Bitcoin1967: #BankCrash #WellsFargodown 

E M E R G E N C Y

USA//<U+0001F1FA><U+0001F1F8>//. Bank Run on 4th largest bank in the US, Wells Fargo, initiated,<U+2026>",FALSE,0,NA,2023-03-12 22:16:40,FALSE,NA,"1635042148419768321",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","janice_pifer",91,TRUE,FALSE,NA,NA
"RT @Casey89582104: ""The policies of the left would unleash an economic disaster of epic proportions,"" Mr. Trump said...

""We will go into d<U+2026>",FALSE,0,NA,2023-03-12 22:16:40,FALSE,NA,"1635042147438329856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SharonLTime",5,TRUE,FALSE,NA,NA
"#BREAKING US Says Signature Bank Closed Today by State Authority: BBG #BankCrash #Bankrun",FALSE,0,NA,2023-03-12 22:16:39,FALSE,NA,"1635042146351992832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OptionHQ",0,FALSE,FALSE,NA,NA
"RT @SarlesBob: #BankRuns #SVBCollapse  Bank of America #BankCrash  Depositors Federal Reserve First Republic #greatdepression2

Are you all<U+2026>",FALSE,0,NA,2023-03-12 22:16:36,FALSE,NA,"1635042132200390656",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dangcamaro",63,TRUE,FALSE,NA,NA
"#BankCrash https://t.co/4QRGqi5idC",FALSE,0,NA,2023-03-12 22:16:30,FALSE,NA,"1635042107093299200",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wilkamaxx",0,FALSE,FALSE,NA,NA
"RT @JQHNSwanson: This is either the start of the #bankcrisis OR it<U+2019>s a MASSIVE, final fucking wake up call for the people<U+2026>just ask yourself<U+2026>",FALSE,0,NA,2023-03-12 22:16:27,FALSE,NA,"1635042093117878273",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","janice_pifer",89,TRUE,FALSE,NA,NA
"RT @booterlehman: I don<U+2019>t remember any #BankCrash under President Trump <U+0001F44D><U+0001F3FB> https://t.co/f9ZJpMGOc2",FALSE,0,NA,2023-03-12 22:16:26,FALSE,NA,"1635042091742138369",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Julieofficerlo1",354,TRUE,FALSE,NA,NA
"RT @BigBlueWaveUSA: When Idiot trends, Trump is in the news. Everything Trump touches dies. Here<U+2019>s Trump removing the Dodd-Frank regulation<U+2026>",FALSE,0,NA,2023-03-12 22:16:26,FALSE,NA,"1635042089233956864",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","richcast322",1018,TRUE,FALSE,NA,NA
"RT @judyprgirl: This #BankCrash #Banking #SVB #SVBCollapse",FALSE,0,NA,2023-03-12 22:16:25,FALSE,NA,"1635042085605871636",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"The head of risk assessment at Silicon Valley Bank is a diversity hire.
Jay Ersapah made herstory by proving LGBTQ<U+2026> https://t.co/DlGmIPco5I",FALSE,1,NA,2023-03-12 22:16:24,TRUE,NA,"1635042081990389760",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","antifa_hills",1,FALSE,FALSE,NA,NA
"RT @BigBlueWaveUSA: When Idiot trends, Trump is in the news. Everything Trump touches dies. Here<U+2019>s Trump removing the Dodd-Frank regulation<U+2026>",FALSE,0,NA,2023-03-12 22:16:23,FALSE,NA,"1635042078966296576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sgtfridayfacts",1018,TRUE,FALSE,NA,NA
"RT @JGaffneyUSN: Remember, Kids.

Just like the Texas Electric Grid Disaster two years ago:

""Risks are all Public - but the Profits are al<U+2026>",FALSE,0,NA,2023-03-12 22:16:23,FALSE,NA,"1635042077708021760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ScienceMilk",6,TRUE,FALSE,NA,NA
"RT @USMCLiberal: Welcome to Biden<U+2019>s America <U+2014>

Where we spend every waking moment trying to fix the shit Trump messed up.

#BankCrash #Trai<U+2026>",FALSE,0,NA,2023-03-12 22:16:20,FALSE,NA,"1635042065993322496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Jeff_McE",217,TRUE,FALSE,NA,NA
"RT @lib_trigger: Congratulations to every company that banks with Silicon Valley Bank. You now have the lowest carbon footprints of all the<U+2026>",FALSE,0,NA,2023-03-12 22:16:20,FALSE,NA,"1635042062906298368",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Julieofficerlo1",449,TRUE,FALSE,NA,NA
"RT @CommonSensaye: Did the big guy get his 10% before the SVB #BankCrash https://t.co/WZ3LbRc6py",FALSE,0,NA,2023-03-12 22:16:17,FALSE,NA,"1635042050348560384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SharonLTime",106,TRUE,FALSE,NA,NA
"RT @justbiznuss: Does @BillAckman really need Twitter to get the ear of the #Fed and the #Treasury.  He is more apt to be spreading unneces<U+2026>",FALSE,0,NA,2023-03-12 22:16:16,FALSE,NA,"1635042047890706433",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"RT @SarlesBob: #BankRuns #SVBCollapse  Bank of America #BankCrash  Depositors Federal Reserve First Republic #greatdepression2

Are you all<U+2026>",FALSE,0,NA,2023-03-12 22:16:15,FALSE,NA,"1635042044409417728",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Andy00778",63,TRUE,FALSE,NA,NA
"#SVB has been the go to bank for most of the top environmental companies and projects for the past few years. If<U+2026> https://t.co/VEntnxUvLC",FALSE,0,NA,2023-03-12 22:16:03,TRUE,NA,"1635041994987958272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nopolluting",0,FALSE,FALSE,NA,NA
"RT @SarlesBob: #BankRuns #SVBCollapse  Bank of America #BankCrash  Depositors Federal Reserve First Republic #greatdepression2

Are you all<U+2026>",FALSE,0,NA,2023-03-12 22:16:01,FALSE,NA,"1635041985915650048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SharonLTime",63,TRUE,FALSE,NA,NA
"Well, since the economy is imploding, I have eggs and milk for sale or barter. When SHTF, message me if you<U+2019>re in t<U+2026> https://t.co/WZVQUifPH5",FALSE,0,NA,2023-03-12 22:16:00,TRUE,NA,"1635041979968131072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tartarian14",0,FALSE,FALSE,NA,NA
"RT @SundaeDivine: We put in Dodd Frank to regulate banks and Republicans gutted it, yet when a bank fails they want taxpayers to bail them<U+2026>",FALSE,0,NA,2023-03-12 22:15:57,FALSE,NA,"1635041967884365824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sundar_dom",49,TRUE,FALSE,NA,NA
"RT @RegularDude975: #BankCrash We are not bailing out the banks of the rich!!!!!!",FALSE,0,NA,2023-03-12 22:15:55,FALSE,NA,"1635041958329720832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhillisTayler",1,TRUE,FALSE,NA,NA
"RT @Hindenburg_ind: .FED AND TREASURY WEIGH EMERGENCY AUTHORITY FOR DEPOSIT BACKSTOP
#BankofAmerica #BankCrash #SVBCrash #bankrun #SVBColla<U+2026>",FALSE,0,NA,2023-03-12 22:15:48,FALSE,NA,"1635041931280674818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yakupakguc1",1,TRUE,FALSE,NA,NA
"RT @drboycewatkins1: The #BankCrash with the #SVBCollapse is actually not very big in financial magnitude - other banks have failed with a<U+2026>",FALSE,0,NA,2023-03-12 22:15:37,FALSE,NA,"1635041883989868545",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","rronald68",6,TRUE,FALSE,NA,NA
"RT @EverydayRegan: A suspicious number of the infectious disease experts I see on #twitter, who also had detailed knowledge of the #Ukraine<U+2026>",FALSE,0,NA,2023-03-12 22:15:31,FALSE,NA,"1635041860766044160",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1MirandaAllen",2,TRUE,FALSE,NA,NA
"RT @expertbookings: @JanettLiriano Discussing LIVE on @Mosheh #MoNews the impact of #SVB 's collapse on startups &amp; the overall global econo<U+2026>",FALSE,0,NA,2023-03-12 22:15:31,FALSE,NA,"1635041860724076546",NA,"<a href=""https://twitter.com/_EllaBot"" rel=""nofollow"">_EllaBot</a>","_EllaBot",1,TRUE,FALSE,NA,NA
"RT @GrantCardone: Janet Yellen can<U+2019>t reassure 10,000+ small businesses their deposits are safe but she fly across the planet to promise Ukr<U+2026>",FALSE,0,NA,2023-03-12 22:15:30,FALSE,NA,"1635041853044330497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MimiRathbone",534,TRUE,FALSE,NA,NA
"RT @megbzk: <U+0001F6A8> Canada's bank regulators have also taken control of Silicon Valley Bank's Canadian branch in Toronto. A #bankcrash will affec<U+2026>",FALSE,0,NA,2023-03-12 22:15:29,FALSE,NA,"1635041850032807936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XRPMOONBASE",1,TRUE,FALSE,NA,NA
