"doc_id","text"
"1363684895386529796","헉헉쉬발 학교늦어서 전동머시기 타고 등교함"
"1363671663871598596","신경치료 막바지날..
아푸다.."
"1363672469932941312","우애앵~"
"1363658453906911232","@simsul_8989 생일축하드려요!☺️☺️ 오늘 마침 날도 풀렸던데 맛난 거 많이 드시구 행복하게 보내세요!🥺🥺♥️♥️♥️♥️"
"1363655029308067841","빡치는 일을 생각하면 빡치고
빡치면 괜히 별 거 아닌 일에도 생각할 수록 빡치고
별 거 아닌 거란 걸 알아서 빡치고
생각을 안하려고 하면 자꾸 생각나서 빡치는 것이
빡침의 굴레로소이다"
"1363672235580354561","난 울지않아
난.. 고딩이니까.."
"1363655217791737856","-나쓰메소스즈"
"1363672003304067074","이빨에 멀 넣고 쑤시네..
많이쫄앗어.."
"1363684889145397248","@unicorn I’m proud to know you 🙌🏽🙌🏽"
"1363684223765409792","@nildo_unicorn Só um doido pra apoiar o projota, ele é quão pior quanto a karol"
"1363684877992947712","@nildo_unicorn A família, eu acho 😂"
"1363684840663572487","Printed Unicorn Stretch Leggings 
$ 21.00

#clothing #fashion #stylish #shoppings #shoppinglover #shoppingonline #shopping4u #leeby

https://t.co/J9pWM1FCXH https://t.co/PxwStRwqWQ"
"1363684810154196993","@PicturesquePony &gt; of his hot, thick seed sprayed deep inside, coating the unicorn's velvety tunnel with jets of his cum.

""G-Gaaaah, RARITY!"""
"1363684801119715334","I’m an unicorn in this bit pippin up🦄🖤☠️"
"1363684748774830085","@mafiamb Quem está apoiando mesmo? 🤔"
"1363683483520966659","Só eu que sentir que o Arthur pediu apoio da torcida da Carla indiretamente 🤭
#bbb21 #TeamGil #ForaKarol"
"1363681136040243200","Olhando para o lado positivo pelo menos a Jaque pode sair com uma rejeição altíssima 🤩
#bbb21 #TeamGil #ForaKarol"
"1363681827060342786","Não aceito menos de 99,9% #ForaKarol"
"1363683759611142145","@mafiamb Nem poderia amiga, iria dividir voto e não iríamos ter a rejeição que esperamos"
"1363675939926929410","Chegou o nosso momento 🎉
#bbb21"
"1363681698618241029","@estreladeletron Não aceito menos que 99,0%"
"1363682240748785664","@estreladeletron Já estou na ativa minha irmã"
"1363684657783537667","thankyou all for helping me make an unicorn ^_^ I love the result https://t.co/6uuuhdFUY0"
"1363684657548587012","@unicorn_1040 期待です！清塚さんお願いします😊"
"1363684612057268226","ARCHIE 

“Perfect Magical Unicorn 🦄” 
He’s such a sweetheart and Archie is #dog friendly💙 Who can give this wonderful 3 year-old a loving home? 

#A5404193
Downey Animal Shelter 
☎️ 562-940-6898
downeyctaip@animalcare.lacounty.gov

Info ↙️ #LosAngeles
https://t.co/CYVX5X18t7 https://t.co/TQGuaQFt9D"
"1363684595103793155","@rfloyd7 Unicorn."
"1363684587046461442","@CheonsaHan1 ive got fly ride full grown unicorn and fly ride kangaroo (i forgot the age) and fly ride griffin and I've also got some cows 
how much can i get?"
"1363684581199773697","Want a little #Romance in your life? #Adventure. Ride along with THE GIRL WHO LOVED UNICORNS and find both. #Unicorn @Solsticepublish https://t.co/Eo6VmQ4hBo https://t.co/zU3Dga5C9A"
"1363684575516495874","@SoundOFF13 Do you think is a discernable method of recruiting Luka Garza type players? Not the size, skill, etc., because obviously he's kind of a unicorn. But a player that you see able to develop to elite caliber, but also NOT a one-and-done type player?"
"1363684514334191617","ARCHIE 

“Perfect Magical Unicorn 🦄” 
He’s such a sweetheart and Archie is #dog friendly💙 Who can give this wonderful 3 year-old a loving home? 

#A5404193
Downey Animal Shelter 
☎️ 562-940-6898
downeyctaip@animalcare.lacounty.gov

Info ↙️ #LosAngeles
https://t.co/CYVX5X18t7 https://t.co/TQGuaQFt9D"
"1363684512224468992","Wands with unicorn cores are the most difficult to turn to the Dark Arts; they are the most faithful of all wands."
"1363684058480271362","Can’t believe I’m almost at 3K followers. It’s nuts to think that many people either care what I have to say or I do enough to wet your whistle.

Appreciate everyone who supports me and what we’re doing at Triple Play!"
"1363657426751295489","@RealDealFantasy @Mr4thAndLong @MyFantasyLeague https://t.co/tTiSC7NiPG"
"1363682546400124928","@xyingstrobbiex https://t.co/AaAQoYyEVT"
"1363684477973590016","@thekaceykasem @NateWilliamsDFS https://t.co/pAIMiLIvPN"
