"","text","favorited","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","retweeted","longitude","latitude"
"1","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:36:35,FALSE,NA,"365436373634781184",NA,"web","m1i33f5s9367",0,FALSE,NA,NA
"2","Bloomberg Report: Walmart to offer beer in garden centers: Half of small cars tested don't do so well in a new... http://t.co/9BaHDhPvDG",FALSE,NA,2013-08-08 11:36:34,FALSE,NA,"365436370895896576",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","austindailynews",0,FALSE,NA,NA
"3","RT @BathSpringHotel: Beer delivery for the weekend - check! #ThirstyThursday #wigan",FALSE,NA,2013-08-08 11:36:34,FALSE,NA,"365436369088155651",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","RTWigan",1,FALSE,NA,NA
"4","Fridge always need beer in it",FALSE,NA,2013-08-08 11:36:34,FALSE,NA,"365436368140242944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AxxelRosee",0,FALSE,NA,NA
"5","Unapologetic travelaholic. Beer expert. Professional social media scholar. Total introvert.",FALSE,NA,2013-08-08 11:36:32,FALSE,NA,"365436361651662849",NA,"web","j0lis1jdisu8777",0,FALSE,NA,NA
"6","RT @totalfratmove: Pabst winning a blue ribbon for their beer in 1893 and still bragging about it to this day. #TFM",FALSE,NA,2013-08-08 11:36:32,FALSE,NA,"365436360636633088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jakeskeller",720,FALSE,NA,NA
"7","A 12-course meal squeezed into a can; Hole in toothpaste tube helps users 'swing' out toothpaste; Helvetica beer for type lovers; Police…",FALSE,NA,2013-08-08 11:36:31,FALSE,NA,"365436355339223042",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","stylometer",0,FALSE,NA,NA
"8","RT @totalfratmove: Pabst winning a blue ribbon for their beer in 1893 and still bragging about it to this day. #TFM",FALSE,NA,2013-08-08 11:36:30,FALSE,NA,"365436354156429312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cdevine80",720,FALSE,NA,NA
"9","@SophMelhuish Treat yourself right... Get a beer...",FALSE,"SophMelhuish",2013-08-08 11:36:30,FALSE,"365403136078266368","365436353908973568","445457554","<a href=""http://12Mass.com"" rel=""nofollow"">12Mass.com</a>","myservesa",0,FALSE,NA,NA
"10","Beer everynigth ""@JRX_SID: NEVER! RT @afifamr Lepas dari beer JRX?""",FALSE,NA,2013-08-08 11:36:30,FALSE,NA,"365436352210284546",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","Kubonesia",0,FALSE,NA,NA
"11","Go white girl its ya birthday, yelawolf an gucci! Blowin smoke in the air drinkin ice cold beer witcha girl in my ear i just wanna party#bur",FALSE,NA,2013-08-08 11:36:30,FALSE,NA,"365436351539191808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DallasONeal",0,FALSE,NA,NA
"12","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:36:29,FALSE,NA,"365436349286846464",NA,"web","m5hdy7wcn3443",0,FALSE,NA,NA
"13","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:36:29,FALSE,NA,"365436348557041664",NA,"web","ma22tr4k5mj727",0,FALSE,NA,NA
"14","Lets Drink Beer it makes my mind clear it takes me away from here.",FALSE,NA,2013-08-08 11:36:29,FALSE,NA,"365436346162094080",NA,"web","SupeRalphyyy",0,FALSE,NA,NA
"15","Unapologetic food fan. Travel practitioner. Wannabe coffee expert. Beer specialist.",FALSE,NA,2013-08-08 11:36:28,FALSE,NA,"365436344035581953",NA,"web","zc7xg7hsk8738",0,FALSE,NA,NA
"16","Tv geek. Hipster-friendly explorer. Professional coffee specialist. Avid beer trailblazer. Evil alcohol fanatic. Zombie aficionado.",FALSE,NA,2013-08-08 11:36:27,FALSE,NA,"365436341070204929",NA,"web","be44hoa51630",0,FALSE,NA,NA
"17","Amateur beer advocate. Student. Twitter junkie. Infuriatingly humble communicator. Travel ninja.",FALSE,NA,2013-08-08 11:36:27,FALSE,NA,"365436338293587971",NA,"web","m2i1g1hs9345",0,FALSE,NA,NA
"18","@AlltaibBeatz @hbosh89 maybe you have the wrong idea, if you think it's all about beer, ex girlfriends and trucks, you're doing it wrong :P",FALSE,"AlltaibBeatz",2013-08-08 11:36:26,FALSE,"365435557238685696","365436334229299201","600079058","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsAlaa96",0,FALSE,NA,NA
"19","RT @JRX_SID: NEVER! RT @afifamr Lepas dari beer JRX?",FALSE,NA,2013-08-08 11:36:26,FALSE,NA,"365436333897940992",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","afifamr",13,FALSE,NA,NA
"20","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:36:25,FALSE,NA,"365436333126189056",NA,"web","h2e3yw4y30186",0,FALSE,NA,NA
"21","RT @slimthugga: All these rappers got they own liquor I'm bout to put out my own beer <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>",FALSE,NA,2013-08-08 11:36:25,FALSE,NA,"365436331322638336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mtham416",146,FALSE,NA,NA
"22","Cai jeg gebuh kto""@Ajus_Pem: Laan nhee jegg ayubb caii""@kuadex_adhi: I want one bottle beer""@Ajus_Pem: I do not understand what you want""""""",FALSE,NA,2013-08-08 11:36:23,FALSE,NA,"365436323793862656",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","kuadex_adhi",0,FALSE,NA,NA
"23","Unapologetic thinker. Lifelong beer scholar. Incurable zombie fanatic. Explorer. Tvaholic.",FALSE,NA,2013-08-08 11:36:23,FALSE,NA,"365436322007101442",NA,"web","laxu33mi77821",0,FALSE,NA,NA
"24","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:36:19,FALSE,NA,"365436306353954817",NA,"web","m30u4s24tale717",0,FALSE,NA,NA
"25","Why? RT @JRX_SID NEVER! RT @afifamr Lepas dari beer JRX?",FALSE,NA,2013-08-08 11:36:17,FALSE,NA,"365436296598007808",NA,"<a href=""http://facebook.com/ibnuwardhana.9"" rel=""nofollow"">wardhana's for android</a>","ibnuwardhana",0,FALSE,NA,NA
"26","Social media expert. Extreme music ninja. Total troublemaker. Certified food nerd. Beer maven.",FALSE,NA,2013-08-08 11:36:16,FALSE,NA,"365436293284499456",NA,"web","mu7y4ta44le1238",0,FALSE,NA,NA
"27","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:36:14,FALSE,NA,"365436286460366849",NA,"web","js2h2wn1e1322",0,FALSE,NA,NA
"28","@JoshuaAGuerrero @chazza231 you can barely handle a beer and sheshia you dope!",FALSE,"JoshuaAGuerrero",2013-08-08 11:36:13,FALSE,"365436109582376961","365436281112641536","201825216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HodgesK101",0,FALSE,NA,NA
"29","You know it's gonna be a good festival when beer o'clock is half eleven",FALSE,NA,2013-08-08 11:36:11,FALSE,NA,"365436270983393282",NA,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>","GeekOnALeash_",0,FALSE,NA,NA
"30","RT @JRX_SID: NEVER! RT @afifamr Lepas dari beer JRX?",FALSE,NA,2013-08-08 11:36:10,FALSE,NA,"365436269536346112",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","PromoteBorneo",13,FALSE,NA,NA
"31","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:36:09,FALSE,NA,"365436264272506880",NA,"web","fan02jamr387",0,FALSE,NA,NA
"32","The @foodiesfestival starts tomorrow so thought we’d get into the #foodie weekend with some #beer and food matching.",FALSE,NA,2013-08-08 11:36:09,FALSE,NA,"365436264066973696",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","caledonianbeer",0,FALSE,NA,NA
"33","General beer guru. Devoted internet evangelist. Food advocate. Music junkie. Tv fanatic. Freelance thinker. Award-winning gamer. Explorer.",FALSE,NA,2013-08-08 11:36:08,FALSE,NA,"365436259218358272",NA,"web","kil1mat7or33694",0,FALSE,NA,NA
"34","Coffee specialist. Certified beer practitioner. Twitter geek. Bacon expert. Avid zombie enthusiast. Devoted creator.",FALSE,NA,2013-08-08 11:36:07,FALSE,NA,"365436255443501056",NA,"web","mr5r5nguyer5355",0,FALSE,NA,NA
"35","RT @teamdb: Another UK city considers late night alcohol levy http://t.co/ixl4kJFwVn #beer #wine #spirits",FALSE,NA,2013-08-08 11:36:07,FALSE,NA,"365436255154094082",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","CraftBeerDrunk",4,FALSE,NA,NA
"36","This article captures everything that makes #dcbrews great: http://t.co/Wlg8DXHQBC   Congrats @beermadeclear and @jon_fischer",FALSE,NA,2013-08-08 11:36:05,FALSE,NA,"365436248397058049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","opprobriations",0,FALSE,NA,NA
"37","RT @BrewedVentures: Watch San Diego Pro Brewers Talk Craft Beer - Eater National http://t.co/tR1XOctRSy",FALSE,NA,2013-08-08 11:36:04,FALSE,NA,"365436241979785217",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","CraftBeerDrunk",1,FALSE,NA,NA
"38","RT @FlaskHampstead: Great fun at the Craft beer and food evening last night. Don't miss out on next month' event",FALSE,NA,2013-08-08 11:36:03,FALSE,NA,"365436239127646208",NA,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>","CraftBeerDrunk",1,FALSE,NA,NA
"39","Typical coffee scholar. Beer fanatic. Lifelong alcohol fan. Food geek. Tv maven.",FALSE,NA,2013-08-08 11:36:03,FALSE,NA,"365436237009526786",NA,"web","hane4ang59881",0,FALSE,NA,NA
"40","Lunch time beer in sunny saffron walden 
#8bells",FALSE,NA,2013-08-08 11:36:02,FALSE,NA,"365436233201106945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scottiewoodrow",0,FALSE,NA,NA
"41","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:36:02,FALSE,NA,"365436233092042752",NA,"web","h1itl7k6e1387",0,FALSE,NA,NA
"42","RT @djenuff: mackwilds ""Mr.OwnIt"" chilling with Salaam Remi n Me! #classic @hot97 @ Beekman Beer Garden http://t.co/kgqx3OjXf0",FALSE,NA,2013-08-08 11:36:02,FALSE,NA,"365436232899112961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zimbabwekid",3,FALSE,NA,NA
"43","Unapologetic thinker. Lifelong beer scholar. Incurable zombie fanatic. Explorer. Tvaholic.",FALSE,NA,2013-08-08 11:36:01,FALSE,NA,"365436230160220162",NA,"web","l2ri3a23xum1199",0,FALSE,NA,NA
"44","Amateur beer advocate. Student. Twitter junkie. Infuriatingly humble communicator. Travel ninja.",FALSE,NA,2013-08-08 11:36:01,FALSE,NA,"365436229501718530",NA,"web","h1it5er35le2031",0,FALSE,NA,NA
"45","Indian breweries in 1889 http://t.co/npTx1HSdA7 #microbrew #beer",FALSE,NA,2013-08-08 11:36:00,FALSE,NA,"365436227551379456",NA,"<a href=""http://trap.it"" rel=""nofollow"">Trapit</a>","TheBeerTrap",0,FALSE,NA,NA
"46","RT @LaveryBrewing: We have a new beer 4 u! Madra Allta IPA. Madra Allta is gaelic for 'wolf'. Draft soon.Cans in oct",FALSE,NA,2013-08-08 11:35:56,FALSE,NA,"365436207661989888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J455K",2,FALSE,NA,NA
"47","@theSandma *opens his bottle of beer and pours it on you, weakness you a tiny bit*",FALSE,"theSandma",2013-08-08 11:35:55,FALSE,"365435358617411585","365436206282055680","1654994312","web","ArkhamBlake",0,FALSE,NA,NA
"48","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:35:55,FALSE,NA,"365436205111853058",NA,"web","l0s2ye2d3j1078",0,FALSE,NA,NA
"49","Lifelong tv specialist. Unable to type with boxing gloves on. Twitter fan. Beer junkie. Food nerd.",FALSE,NA,2013-08-08 11:35:54,FALSE,NA,"365436202716889090",NA,"web","sub12r3fer2594",0,FALSE,NA,NA
"50","Freelance beer enthusiast. Incurable analyst. Extreme music practitioner. Passionate entrepreneur.",FALSE,NA,2013-08-08 11:35:54,FALSE,NA,"365436201680904193",NA,"web","js2hdywn1r813",0,FALSE,NA,NA
"51","RT @TheComedyJokes: If we put pictures of lost kids on beer cans instead of milk cartons, we'd find them in about 15 minutes.",FALSE,NA,2013-08-08 11:35:53,FALSE,NA,"365436198384185344",NA,"web","pratapmetalfan",170,FALSE,NA,NA
"52","RT @totalfratmove: Pabst winning a blue ribbon for their beer in 1893 and still bragging about it to this day. #TFM",FALSE,NA,2013-08-08 11:35:53,FALSE,NA,"365436195968266240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshPage17",720,FALSE,NA,NA
"53","Ready to get off wrk n drink a beer !!",FALSE,NA,2013-08-08 11:35:53,FALSE,NA,"365436194944843777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","allen_stoker",0,FALSE,NA,NA
"54","Alcohol geek. Avid tv buff. Friendly beer aficionado. Coffee guru. Zombie junkie.",FALSE,NA,2013-08-08 11:35:52,FALSE,NA,"365436193397161984",NA,"web","m30u4s24tale514",0,FALSE,NA,NA
"55","Unapologetic web expert. Thinker. General food geek. Passionate coffee guru. Alcohol junkie. Problem solver. Writer. Beer buff. Creator.",FALSE,NA,2013-08-08 11:35:52,FALSE,NA,"365436190800875520",NA,"web","m2vc5t5w83263",0,FALSE,NA,NA
"56","RT @Iechyddabrew: Local beer/wine tasting tonight at CityWide Liquor downtown South Bend. 5-7. We're pouring a few! #DrinkLocal",FALSE,NA,2013-08-08 11:35:51,FALSE,NA,"365436190196895744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briggsmalibumel",1,FALSE,NA,NA
"57","I liked a @YouTube video http://t.co/OuSUI8AX7s Beer Review # 592 Guinness Extra Stout",FALSE,NA,2013-08-08 11:35:49,FALSE,NA,"365436182076731393",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","RevelationCinem",0,FALSE,NA,NA
"58","RT @Your_Swagness: I'm pretty good at drinking beer.",FALSE,NA,2013-08-08 11:35:49,FALSE,NA,"365436179480461312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","real_diehl_",2,FALSE,NA,NA
"59","Wannabe creator. Avid bacon scholar. Beer nerd. Analyst. Pop culture evangelist. Friendly troublemaker.",FALSE,NA,2013-08-08 11:35:49,FALSE,NA,"365436178259910656",NA,"web","m2i1e1hs9372",0,FALSE,NA,NA
"60","RT @z0eytweet: Too excited for London tomorrow! Shopping, beer garden, Comedy Store and breakfast at the Hangover Club.. Perfect 24 hours <ed><U+00A0><U+00BD><ed><U+00B1><U+00AD>…",FALSE,NA,2013-08-08 11:35:47,FALSE,NA,"365436173633585154",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","showantheway",1,FALSE,NA,NA
"61","Avid creator. Passionate coffee fanatic. Incurable entrepreneur. Amateur troublemaker. Travel geek. Communicator. Beer enthusiast.",FALSE,NA,2013-08-08 11:35:46,FALSE,NA,"365436167476355072",NA,"web","bobe55afet24183",0,FALSE,NA,NA
"62","Tv geek. Hipster-friendly explorer. Professional coffee specialist. Avid beer trailblazer. Evil alcohol fanatic. Zombie aficionado.",FALSE,NA,2013-08-08 11:35:46,FALSE,NA,"365436166075453440",NA,"web","mv2wo5hs9419",0,FALSE,NA,NA
"63","“@PeteMcKee: Beer Mat Doodle #31 Dog &amp; Crow. Star Wars Casting row erupts http://t.co/8MriMcEKvg”just like my Hugo lol x",FALSE,"PeteMcKee",2013-08-08 11:35:45,FALSE,"365413204408537088","365436163625975808","20039525","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CarolLewis16",0,FALSE,NA,NA
